Name	photo_link	mini_photo	description	brand	barcode	tags	video_link	use_first_video_as_cover	instructions	manufacturing_country	manufacturer_articul	manufacturer	weight_with_pkg	dimensions_with_pkg	more_than_one_place	price	price_before_discount	cost_for_seller	additional_expenses	currency	valid_until	valid_until_comment	service_period	service_period_comment	warranty_period	warranty_period_comment	document_number	tn_ved_code	type_of_used_condition	appearance	appearance_description	SKU_on_market	in_archive	type	operating_system	model_series	body_type	screen_diagonal	memory_card_slot	wireless_interfaces	RAM_size	physical_memory	cpu	main_camera_resolution	connectivity_type	screen_matrix_type	screen_resolution	screen_refresh_frequency	color_for_filter	SIM_count	os_version_on_start	camera_functions	main_cameras_count	main_camera_resolution	main_cameras_type	main_camera_specs	main_camera_specs_2	main_camera_specs_3	main_camera_specs_4	main_camera_specs_5	max_video_resolution	video_main_camera	front_camera_resolution	wifi_standard	bluetooth_version	location_system	body_material	protection_type	authentication_type	unusual_specs	earphones_port	weight_gr	height_mm	width_mm	length_mm	screen_resolution_format	screen_ppi	unusual_screen_specs	additional_screen_resolution	additional_screen_diagonal	battery_mah	battery_life_video	battery_life_idle	charging_time	charger_functions	fast_charge_standard	charger_port_type	battery_mount	full_package_contents	additional_info	announcement_date	selling_start_date	selling_start_year	color_name_form_manufacturer	version	memory_configuration	NFC	cpu_specs	subscription_type	pdp_last_edit_date	additional_specs
																																																																																																					
